"","cell","x","y","layer.1.1.1.1.1.1.1.1.1","x.1","y.1","optional"
"345",608,23,-31.5,5.4,23,-31.5,TRUE
"346",609,23.5,-31.5,9.8,23.5,-31.5,TRUE
"347",610,24,-31.5,3.3,24,-31.5,TRUE
"348",611,24.5,-31.5,3.3,24.5,-31.5,TRUE
"349",612,25,-31.5,4.8,25,-31.5,TRUE
"350",613,25.5,-31.5,28.7,25.5,-31.5,TRUE
"351",614,26,-31.5,7.1,26,-31.5,TRUE
"352",615,26.5,-31.5,31.1,26.5,-31.5,TRUE
"353",616,27,-31.5,43.1,27,-31.5,TRUE
"354",617,27.5,-31.5,86.2,27.5,-31.5,TRUE
"355",618,28,-31.5,26.5,28,-31.5,TRUE
"356",619,28.5,-31.5,34.9,28.5,-31.5,TRUE
"357",620,29,-31.5,52.9,29,-31.5,TRUE
"358",621,29.5,-31.5,52.2,29.5,-31.5,TRUE
"359",632,18.5,-32,0.8,18.5,-32,TRUE
"360",633,19,-32,4.4,19,-32,TRUE
"361",634,19.5,-32,0,19.5,-32,TRUE
"362",635,20,-32,0.1,20,-32,TRUE
"363",636,20.5,-32,0.6,20.5,-32,TRUE
"364",637,21,-32,1.4,21,-32,TRUE
"365",638,21.5,-32,2.6,21.5,-32,TRUE
"366",639,22,-32,3.5,22,-32,TRUE
"367",640,22.5,-32,4.8,22.5,-32,TRUE
"368",641,23,-32,4.9,23,-32,TRUE
"369",642,23.5,-32,0.1,23.5,-32,TRUE
"370",643,24,-32,0.5,24,-32,TRUE
"371",644,24.5,-32,2.9,24.5,-32,TRUE
"372",645,25,-32,4.7,25,-32,TRUE
"373",646,25.5,-32,12,25.5,-32,TRUE
"374",647,26,-32,10.9,26,-32,TRUE
"375",648,26.5,-32,32.3,26.5,-32,TRUE
"376",649,27,-32,72.2,27,-32,TRUE
"377",650,27.5,-32,96.9,27.5,-32,TRUE
"378",651,28,-32,62.4,28,-32,TRUE
"379",652,28.5,-32,41.3,28.5,-32,TRUE
"380",653,29,-32,43.1,29,-32,TRUE
"381",665,18.5,-32.5,2.1,18.5,-32.5,TRUE
"382",666,19,-32.5,1.4,19,-32.5,TRUE
"383",667,19.5,-32.5,0,19.5,-32.5,TRUE
"384",668,20,-32.5,0.2,20,-32.5,TRUE
"385",669,20.5,-32.5,0.7,20.5,-32.5,TRUE
"386",670,21,-32.5,2.9,21,-32.5,TRUE
"387",671,21.5,-32.5,0.8,21.5,-32.5,TRUE
"388",672,22,-32.5,1.2,22,-32.5,TRUE
"389",673,22.5,-32.5,2.5,22.5,-32.5,TRUE
"390",674,23,-32.5,4.2,23,-32.5,TRUE
"391",675,23.5,-32.5,0.2,23.5,-32.5,TRUE
"392",676,24,-32.5,0.8,24,-32.5,TRUE
"393",677,24.5,-32.5,3.5,24.5,-32.5,TRUE
"394",678,25,-32.5,6,25,-32.5,TRUE
"395",679,25.5,-32.5,16.2,25.5,-32.5,TRUE
"396",680,26,-32.5,25,26,-32.5,TRUE
"397",681,26.5,-32.5,18.2,26.5,-32.5,TRUE
"398",682,27,-32.5,41.4,27,-32.5,TRUE
"399",683,27.5,-32.5,63,27.5,-32.5,TRUE
"400",684,28,-32.5,36,28,-32.5,TRUE
"401",685,28.5,-32.5,39.2,28.5,-32.5,TRUE
"402",697,18,-33,5.2,18,-33,TRUE
"403",698,18.5,-33,4.7,18.5,-33,TRUE
"404",699,19,-33,4.2,19,-33,TRUE
"405",700,19.5,-33,0,19.5,-33,TRUE
"406",701,20,-33,1.8,20,-33,TRUE
"407",702,20.5,-33,4.2,20.5,-33,TRUE
"408",703,21,-33,6.4,21,-33,TRUE
"409",704,21.5,-33,6.3,21.5,-33,TRUE
"410",705,22,-33,2.3,22,-33,TRUE
"411",706,22.5,-33,1.7,22.5,-33,TRUE
"412",707,23,-33,1.8,23,-33,TRUE
"413",708,23.5,-33,0.7,23.5,-33,TRUE
"414",709,24,-33,0.8,24,-33,TRUE
"415",710,24.5,-33,2.2,24.5,-33,TRUE
"416",711,25,-33,15,25,-33,TRUE
"417",712,25.5,-33,27.7,25.5,-33,TRUE
"418",713,26,-33,29.2,26,-33,TRUE
"419",714,26.5,-33,11.2,26.5,-33,TRUE
"420",715,27,-33,29.7,27,-33,TRUE
"421",716,27.5,-33,26.5,27.5,-33,TRUE
"422",731,18.5,-33.5,7.7,18.5,-33.5,TRUE
"423",732,19,-33.5,10.6,19,-33.5,TRUE
"424",733,19.5,-33.5,12.1,19.5,-33.5,TRUE
"425",734,20,-33.5,9.1,20,-33.5,TRUE
"426",735,20.5,-33.5,12.7,20.5,-33.5,TRUE
"427",736,21,-33.5,22.2,21,-33.5,TRUE
"428",737,21.5,-33.5,16,21.5,-33.5,TRUE
"429",738,22,-33.5,11,22,-33.5,TRUE
"430",739,22.5,-33.5,18.6,22.5,-33.5,TRUE
"431",740,23,-33.5,39,23,-33.5,TRUE
"432",741,23.5,-33.5,59.5,23.5,-33.5,TRUE
"433",742,24,-33.5,80.9,24,-33.5,TRUE
"434",743,24.5,-33.5,53.7,24.5,-33.5,TRUE
"435",744,25,-33.5,39.9,25,-33.5,TRUE
"436",745,25.5,-33.5,8,25.5,-33.5,TRUE
"437",746,26,-33.5,35.2,26,-33.5,TRUE
"438",747,26.5,-33.5,50.8,26.5,-33.5,TRUE
"439",748,27,-33.5,37.5,27,-33.5,TRUE
"440",764,18.5,-34,8,18.5,-34,TRUE
"441",765,19,-34,7,19,-34,TRUE
"442",766,19.5,-34,13.1,19.5,-34,TRUE
"443",767,20,-34,16.7,20,-34,TRUE
"444",768,20.5,-34,35.2,20.5,-34,TRUE
"445",769,21,-34,34.5,21,-34,TRUE
"446",770,21.5,-34,21,21.5,-34,TRUE
"447",771,22,-34,14.3,22,-34,TRUE
"448",772,22.5,-34,22.4,22.5,-34,TRUE
"449",773,23,-34,52.8,23,-34,TRUE
"450",774,23.5,-34,73,23.5,-34,TRUE
"451",775,24,-34,64.2,24,-34,TRUE
"452",776,24.5,-34,47.5,24.5,-34,TRUE
"453",778,25.5,-34,36.2,25.5,-34,TRUE
"454",799,19.5,-34.5,12.2,19.5,-34.5,TRUE
"455",800,20,-34.5,10.2,20,-34.5,TRUE
