"","cell","x","y","layer.1.1.1.1.1.1.1.1.1","x.1","y.1","optional"
"1",2,42.5,12.5,23.2,42.5,12.5,TRUE
"2",3,43,12.5,29.6,43,12.5,TRUE
"3",5,42.5,12,21.6,42.5,12,TRUE
"4",6,43,12,30.8,43,12,TRUE
"5",7,42,11.5,19.8,42,11.5,TRUE
"6",8,42.5,11.5,21.3,42.5,11.5,TRUE
"7",9,43,11.5,31.3,43,11.5,TRUE
"8",10,42,11,27.7,42,11,TRUE
