"date";"prcp_chirps"
1981-01-01;273.416076660156
1981-02-01;107.657928466797
1981-03-01;105.138664245605
1981-04-01;76.6933059692383
1981-05-01;47.7930603027344
1981-06-01;22.862699508667
1981-07-01;3.8305811882019
1981-08-01;16.8384017944336
1981-09-01;42.3952445983887
1981-10-01;50.6128845214844
1981-11-01;86.7785110473633
1981-12-01;213.225936889648
1982-01-01;219.529159545898
1982-02-01;95.649772644043
1982-03-01;206.910491943359
1982-04-01;168.100494384766
1982-05-01;88.8368148803711
1982-06-01;6.22865581512451
1982-07-01;3.17114114761353
1982-08-01;10.0187606811523
1982-09-01;41.9576721191406
1982-10-01;118.590057373047
1982-11-01;252.888336181641
1982-12-01;291.480346679688
1983-01-01;79.9832305908203
1983-02-01;26.7895164489746
1983-03-01;198.650619506836
1983-04-01;50.7877960205078
1983-05-01;52.1630477905273
1983-06-01;10.6510639190674
1983-07-01;4.58506298065186
1983-08-01;6.16118907928467
1983-09-01;56.7697906494141
1983-10-01;102.454437255859
1983-11-01;182.963012695312
1983-12-01;121.119895935059
1984-01-01;284.056121826172
1984-02-01;137.218109130859
1984-03-01;90.4257888793945
1984-04-01;82.1956939697266
1984-05-01;24.3387145996094
1984-06-01;8.78644561767578
1984-07-01;2.13716650009155
1984-08-01;8.57180595397949
1984-09-01;48.6554336547852
1984-10-01;110.823753356934
1984-11-01;98.2044830322266
1984-12-01;322.025238037109
1985-01-01;125.218322753906
1985-02-01;97.7438430786133
1985-03-01;180.940948486328
1985-04-01;70.653205871582
1985-05-01;66.509162902832
1985-06-01;5.35481691360474
1985-07-01;2.3528265953064
1985-08-01;2.91698932647705
1985-09-01;37.7182159423828
1985-10-01;34.8285255432129
1985-11-01;107.679458618164
1985-12-01;146.247344970703
1986-01-01;125.576118469238
1986-02-01;86.2095031738281
1986-03-01;156.109222412109
1986-04-01;74.6508712768555
1986-05-01;19.2966022491455
1986-06-01;11.6863613128662
1986-07-01;6.08135890960693
1986-08-01;3.68583202362061
1986-09-01;53.5296974182129
1986-10-01;98.6278991699219
1986-11-01;167.037231445312
1986-12-01;144.757995605469
1987-01-01;269.339874267578
1987-02-01;143.723449707031
1987-03-01;139.566436767578
1987-04-01;106.638748168945
1987-05-01;79.3029708862305
1987-06-01;11.8506336212158
1987-07-01;4.57703971862793
1987-08-01;3.17596673965454
1987-09-01;22.743673324585
1987-10-01;42.2805633544922
1987-11-01;101.534202575684
1987-12-01;79.9603652954102
1988-01-01;112.502975463867
1988-02-01;66.0151977539062
1988-03-01;112.482063293457
1988-04-01;76.9942932128906
1988-05-01;69.73291015625
1988-06-01;36.1568946838379
1988-07-01;3.29179000854492
1988-08-01;2.87555408477783
1988-09-01;42.4953536987305
1988-10-01;28.8089942932129
1988-11-01;113.73966217041
1988-12-01;135.428359985352
1989-01-01;70.158935546875
1989-02-01;59.2013511657715
1989-03-01;89.6772384643555
1989-04-01;115.298774719238
1989-05-01;29.0311317443848
1989-06-01;20.381986618042
1989-07-01;6.16682100296021
1989-08-01;8.05743885040283
1989-09-01;37.0318908691406
1989-10-01;90.9181365966797
1989-11-01;84.8476257324219
1989-12-01;101.333076477051
1990-01-01;245.898162841797
1990-02-01;17.091667175293
1990-03-01;76.5490570068359
1990-04-01;125.85009765625
1990-05-01;81.4978332519531
1990-06-01;15.3649673461914
1990-07-01;3.19255495071411
1990-08-01;7.94185018539429
1990-09-01;22.5771312713623
1990-10-01;67.2854156494141
1990-11-01;219.186141967773
1990-12-01;379.789001464844
1991-01-01;83.7935485839844
1991-02-01;92.8481369018555
1991-03-01;190.557769775391
1991-04-01;75.5371551513672
1991-05-01;38.1078834533691
1991-06-01;11.3268413543701
1991-07-01;4.21863126754761
1991-08-01;5.71506929397583
1991-09-01;83.0280380249023
1991-10-01;124.416961669922
1991-11-01;109.692741394043
1991-12-01;61.5688018798828
1992-01-01;132.846313476562
1992-02-01;76.3573150634766
1992-03-01;146.194030761719
1992-04-01;155.388946533203
1992-05-01;114.371551513672
1992-06-01;22.6017456054688
1992-07-01;8.9414234161377
1992-08-01;4.96175861358643
1992-09-01;21.7846641540527
1992-10-01;70.1803359985352
1992-11-01;182.699279785156
1992-12-01;324.583129882812
1993-01-01;87.5693283081055
1993-02-01;48.6882858276367
1993-03-01;94.6557006835938
1993-04-01;64.9931869506836
1993-05-01;61.3330612182617
1993-06-01;10.692174911499
1993-07-01;4.0017876625061
