"station_id";"lon";"lat"
"id_3212";9.59999847412109;30.2749996185303
"id_3213";9.64999866485596;30.2749996185303
"id_3314";9.59999847412109;30.3249988555908
"id_3315";9.64999866485596;30.3249988555908
"id_3316";9.69999885559082;30.3249988555908
"id_3317";9.74999809265137;30.3249988555908
"id_3415";9.54999828338623;30.375
"id_3416";9.59999847412109;30.375
"id_3417";9.64999866485596;30.375
"id_3418";9.69999885559082;30.375
"id_3419";9.74999809265137;30.375
"id_3420";9.79999828338623;30.375
"id_3421";9.84999847412109;30.375
"id_3422";9.89999866485596;30.375
"id_3517";9.54999828338623;30.4249992370605
"id_3518";9.59999847412109;30.4249992370605
"id_3519";9.64999866485596;30.4249992370605
"id_3520";9.69999885559082;30.4249992370605
"id_3521";9.74999809265137;30.4249992370605
"id_3522";9.79999828338623;30.4249992370605
"id_3523";9.84999847412109;30.4249992370605
"id_3524";9.89999866485596;30.4249992370605
"id_3525";9.94999885559082;30.4249992370605
"id_3619";9.54999828338623;30.4749984741211
"id_3620";9.59999847412109;30.4749984741211
"id_3621";9.64999866485596;30.4749984741211
"id_3622";9.69999885559082;30.4749984741211
"id_3623";9.74999809265137;30.4749984741211
"id_3624";9.79999828338623;30.4749984741211
"id_3625";9.84999847412109;30.4749984741211
"id_3626";9.89999866485596;30.4749984741211
"id_3627";9.94999885559082;30.4749984741211
"id_3628";9.99999809265137;30.4749984741211
"id_3720";9.49999809265137;30.5249996185303
"id_3721";9.54999828338623;30.5249996185303
"id_3722";9.59999847412109;30.5249996185303
"id_3723";9.64999866485596;30.5249996185303
"id_3724";9.69999885559082;30.5249996185303
"id_3725";9.74999809265137;30.5249996185303
"id_3726";9.79999828338623;30.5249996185303
"id_3727";9.84999847412109;30.5249996185303
"id_3728";9.89999866485596;30.5249996185303
"id_3729";9.94999885559082;30.5249996185303
"id_3730";9.99999809265137;30.5249996185303
"id_3822";9.49999809265137;30.5749988555908
"id_3823";9.54999828338623;30.5749988555908
"id_3824";9.59999847412109;30.5749988555908
"id_3825";9.64999866485596;30.5749988555908
"id_3826";9.69999885559082;30.5749988555908
"id_3827";9.74999809265137;30.5749988555908
"id_3828";9.79999828338623;30.5749988555908
"id_3829";9.84999847412109;30.5749988555908
"id_3830";9.89999866485596;30.5749988555908
"id_3831";9.94999885559082;30.5749988555908
"id_3832";9.99999809265137;30.5749988555908
"id_3833";10.0499982833862;30.5749988555908
"id_3924";9.49999809265137;30.625
"id_3925";9.54999828338623;30.625
"id_3926";9.59999847412109;30.625
"id_3927";9.64999866485596;30.625
"id_3928";9.69999885559082;30.625
"id_3929";9.74999809265137;30.625
"id_3930";9.79999828338623;30.625
"id_3931";9.84999847412109;30.625
"id_3932";9.89999866485596;30.625
"id_3933";9.94999885559082;30.625
"id_3934";9.99999809265137;30.625
"id_3935";10.0499982833862;30.625
"id_3936";10.0999984741211;30.625
"id_4026";9.49999809265137;30.6749992370605
"id_4027";9.54999828338623;30.6749992370605
"id_4028";9.59999847412109;30.6749992370605
"id_4029";9.64999866485596;30.6749992370605
"id_4030";9.69999885559082;30.6749992370605
"id_4031";9.74999809265137;30.6749992370605
"id_4032";9.79999828338623;30.6749992370605
"id_4033";9.84999847412109;30.6749992370605
"id_4034";9.89999866485596;30.6749992370605
"id_4035";9.94999885559082;30.6749992370605
"id_4036";9.99999809265137;30.6749992370605
"id_4037";10.0499982833862;30.6749992370605
"id_4038";10.0999984741211;30.6749992370605
"id_4039";10.149998664856;30.6749992370605
"id_4127";9.44999885559082;30.7249984741211
"id_4128";9.49999809265137;30.7249984741211
"id_4129";9.54999828338623;30.7249984741211
"id_4130";9.59999847412109;30.7249984741211
"id_4131";9.64999866485596;30.7249984741211
"id_4132";9.69999885559082;30.7249984741211
"id_4133";9.74999809265137;30.7249984741211
"id_4134";9.79999828338623;30.7249984741211
"id_4135";9.84999847412109;30.7249984741211
"id_4136";9.89999866485596;30.7249984741211
